bigram	frequency	relative frequency	mutual information
their ledgers	1.0	1.4700261664657632e-05	1.9183100256516433e-05
and birmingham	1.0	1.4700261664657632e-05	-8.120481652893136e-05
some secret	1.0	1.4700261664657632e-05	4.514924070332354e-05
no sooner	1.0	1.4700261664657632e-05	2.0217687868967556e-05
railroad .	1.0	1.4700261664657632e-05	0.00017721207245382112
her mid-fifties	1.0	1.4700261664657632e-05	-1.9477368977968052e-05
words in	1.0	1.4700261664657632e-05	0.00011341514182605199
way with	1.0	1.4700261664657632e-05	6.027796127574461e-05
and acted	1.0	1.4700261664657632e-05	-8.120481652893136e-05
emerged --	1.0	1.4700261664657632e-05	0.00017721207245382112
big fat	1.0	1.4700261664657632e-05	6.841720819188916e-05
happened so	1.0	1.4700261664657632e-05	0.0001272182548505197
, appalling	1.0	1.4700261664657632e-05	-0.000111949745634189
the languid	1.0	1.4700261664657632e-05	-0.00011352215413302094
happened to	1.0	1.4700261664657632e-05	0.0001272182548505197
every man	1.0	1.4700261664657632e-05	8.061952787197747e-05
things --	1.0	1.4700261664657632e-05	8.901050246587533e-05
parents' room	1.0	1.4700261664657632e-05	0.0002066125957831364
poor devil	1.0	1.4700261664657632e-05	0.000121148491011181
like wax	1.0	1.4700261664657632e-05	2.3200231706898515e-05
they miss	1.0	1.4700261664657632e-05	-7.717773397253996e-06
plainly showed	1.0	1.4700261664657632e-05	0.00018941439213390946
to elba	1.0	1.4700261664657632e-05	-7.44099753887292e-05
himself any	1.0	1.4700261664657632e-05	5.641930331325226e-05
hard bone	1.0	1.4700261664657632e-05	0.0001272182548505197
design from	1.0	1.4700261664657632e-05	0.00016774721798972324
jesus an	1.0	1.4700261664657632e-05	0.00014281566515536725
huddle ,	1.0	1.4700261664657632e-05	0.0002066125957831364
this pinpoint	1.0	1.4700261664657632e-05	1.6701925785273893e-05
line ,	1.0	1.4700261664657632e-05	0.00013834669466040797
and gulped	1.0	1.4700261664657632e-05	-8.120481652893136e-05
father's bass	1.0	1.4700261664657632e-05	0.00016774721798972324
doin it	1.0	1.4700261664657632e-05	0.0002066125957831364
alert as	1.0	1.4700261664657632e-05	0.00016774721798972324
, driving	1.0	1.4700261664657632e-05	-0.000111949745634189
noises of	1.0	1.4700261664657632e-05	0.0002066125957831364
liquid eruption	1.0	1.4700261664657632e-05	0.00023601311911245168
oval frames	1.0	1.4700261664657632e-05	0.0002066125957831364
strength and	1.0	1.4700261664657632e-05	0.00016774721798972324
preparing us	1.0	1.4700261664657632e-05	0.00018941439213390946
free in	1.0	1.4700261664657632e-05	0.00014281566515536725
paintings --	1.0	1.4700261664657632e-05	0.00023601311911245168
stuff her	1.0	1.4700261664657632e-05	0.00018941439213390946
forget grief	1.0	1.4700261664657632e-05	0.0002066125957831364
evidently satisfied	1.0	1.4700261664657632e-05	0.00018941439213390946
civic affairs	1.0	1.4700261664657632e-05	0.00023601311911245168
tree at	1.0	1.4700261664657632e-05	0.00016001386880459419
her gray	1.0	1.4700261664657632e-05	-1.9477368977968052e-05
abyss of	1.0	1.4700261664657632e-05	0.00023601311911245168
him some	1.0	1.4700261664657632e-05	-1.6167777251754643e-05
enough the	1.0	1.4700261664657632e-05	8.643904916124656e-05
pressed itself	1.0	1.4700261664657632e-05	0.00018941439213390946
eichmann came	1.0	1.4700261664657632e-05	0.00023601311911245168
plucked flowers	1.0	1.4700261664657632e-05	0.0002066125957831364
same ''	1.0	1.4700261664657632e-05	6.92408455120196e-05
, called	1.0	1.4700261664657632e-05	-0.000111949745634189
week's visit	1.0	1.4700261664657632e-05	0.00023601311911245168
is ''	1.0	1.4700261664657632e-05	2.3200231706898515e-05
were now	1.0	1.4700261664657632e-05	3.5463976939199574e-06
ma poked	1.0	1.4700261664657632e-05	0.00012407489190351378
winked and	1.0	1.4700261664657632e-05	0.0002066125957831364
not used	1.0	1.4700261664657632e-05	-7.85307172315906e-06
the lorelei	1.0	1.4700261664657632e-05	-0.00011352215413302094
gods seemed	1.0	1.4700261664657632e-05	0.0002066125957831364
a low-lying	1.0	1.4700261664657632e-05	-6.936835989040932e-05
, rolled	1.0	1.4700261664657632e-05	-0.000111949745634189
empty chairs	1.0	1.4700261664657632e-05	0.00013061334547527894
male just	1.0	1.4700261664657632e-05	0.00023601311911245168
, pouring	1.0	1.4700261664657632e-05	-0.000111949745634189
the dish	1.0	1.4700261664657632e-05	-0.00011352215413302094
, dear	1.0	1.4700261664657632e-05	-0.000111949745634189
by twelve	1.0	1.4700261664657632e-05	1.7431158461032354e-05
god i'll	1.0	1.4700261664657632e-05	7.747616492497158e-05
? everything's	1.0	1.4700261664657632e-05	-3.293950313908665e-06
, fear	1.0	1.4700261664657632e-05	-0.000111949745634189
dozen war-ridden	1.0	1.4700261664657632e-05	0.00016774721798972324
breast for	1.0	1.4700261664657632e-05	0.0002066125957831364
cooing doves	1.0	1.4700261664657632e-05	0.00023601311911245168
injury and	1.0	1.4700261664657632e-05	0.00023601311911245168
clean handkerchief	1.0	1.4700261664657632e-05	0.0001272182548505197
watch across	1.0	1.4700261664657632e-05	0.00014281566515536725
i dreamin	1.0	1.4700261664657632e-05	-2.8508666114891465e-05
us tried	1.0	1.4700261664657632e-05	8.28524639032978e-05
. hearing	1.0	1.4700261664657632e-05	-0.0001117752657945447
required an	1.0	1.4700261664657632e-05	0.0002066125957831364
use the	1.0	1.4700261664657632e-05	0.00016001386880459419
mutely united	1.0	1.4700261664657632e-05	0.0002066125957831364
be savagely	1.0	1.4700261664657632e-05	8.089324779295603e-07
range like	1.0	1.4700261664657632e-05	0.00023601311911245168
blushed ,	1.0	1.4700261664657632e-05	0.00018941439213390946
and pack	1.0	1.4700261664657632e-05	-8.120481652893136e-05
broken ,	1.0	1.4700261664657632e-05	0.00016001386880459419
their very	1.0	1.4700261664657632e-05	1.9183100256516433e-05
you walk	1.0	1.4700261664657632e-05	-3.293950313908665e-06
so simple	1.0	1.4700261664657632e-05	2.795103705409658e-05
from tokyo	1.0	1.4700261664657632e-05	4.43939887122037e-06
an avenging	1.0	1.4700261664657632e-05	2.074460134314691e-05
i've taken	1.0	1.4700261664657632e-05	0.00011583957249056182
many friends	1.0	1.4700261664657632e-05	9.318593553183331e-05
knocked out	1.0	1.4700261664657632e-05	0.00017721207245382112
again she	1.0	1.4700261664657632e-05	5.5808990780785335e-05
his facility	1.0	1.4700261664657632e-05	-4.7255367941666414e-05
eli's hand	1.0	1.4700261664657632e-05	0.0002066125957831364
feel fairly	1.0	1.4700261664657632e-05	0.00011341514182605199
was scandalized	1.0	1.4700261664657632e-05	-6.068036238943314e-05
beast ,	1.0	1.4700261664657632e-05	0.00023601311911245168
car down	1.0	1.4700261664657632e-05	0.00013061334547527894
up was	1.0	1.4700261664657632e-05	1.3232746077560622e-05
alarmingly was	1.0	1.4700261664657632e-05	0.00023601311911245168
free to	1.0	1.4700261664657632e-05	0.00014281566515536725
demands on	1.0	1.4700261664657632e-05	0.00016001386880459419
. waited	1.0	1.4700261664657632e-05	-0.0001117752657945447
never sung	1.0	1.4700261664657632e-05	5.461409516742145e-05
scarf i	1.0	1.4700261664657632e-05	0.0002066125957831364
, mary's	1.0	1.4700261664657632e-05	-0.000111949745634189
violet next	1.0	1.4700261664657632e-05	0.00016001386880459419
and ingratitude	1.0	1.4700261664657632e-05	-8.120481652893136e-05
george down	1.0	1.4700261664657632e-05	0.0002066125957831364
had touched	1.0	1.4700261664657632e-05	-4.3521019017048724e-05
medicine even	1.0	1.4700261664657632e-05	0.0002066125957831364
spring overcoat	1.0	1.4700261664657632e-05	0.00018941439213390946
the thickening	1.0	1.4700261664657632e-05	-0.00011352215413302094
his authorship	1.0	1.4700261664657632e-05	-4.7255367941666414e-05
. mary's	1.0	1.4700261664657632e-05	-0.0001117752657945447
that signified	1.0	1.4700261664657632e-05	-3.329189181802756e-05
son ''	1.0	1.4700261664657632e-05	0.00011341514182605199
these must	1.0	1.4700261664657632e-05	7.270529999394882e-05
, christ	1.0	1.4700261664657632e-05	-0.000111949745634189
first-rate performance	1.0	1.4700261664657632e-05	0.00023601311911245168
moonlight night	1.0	1.4700261664657632e-05	0.00016774721798972324
moved back	1.0	1.4700261664657632e-05	9.948131686699478e-05
dark green	1.0	1.4700261664657632e-05	8.901050246587533e-05
about kent	1.0	1.4700261664657632e-05	1.7924373195128924e-05
that victory	1.0	1.4700261664657632e-05	-3.329189181802756e-05
land bordering	1.0	1.4700261664657632e-05	0.000121148491011181
. catholics	1.0	1.4700261664657632e-05	-0.0001117752657945447
ate the	1.0	1.4700261664657632e-05	0.00016001386880459419
could look	1.0	1.4700261664657632e-05	1.8675118266341043e-05
the speech	1.0	1.4700261664657632e-05	-0.00011352215413302094
broke his	1.0	1.4700261664657632e-05	0.0001478115491245059
hardtack-box door	1.0	1.4700261664657632e-05	0.00023601311911245168
artillery cover	1.0	1.4700261664657632e-05	0.00023601311911245168
matter was	1.0	1.4700261664657632e-05	0.000121148491011181
wishing and	1.0	1.4700261664657632e-05	0.00023601311911245168
trees in	1.0	1.4700261664657632e-05	0.00011583957249056182
is our	1.0	1.4700261664657632e-05	2.3200231706898515e-05
away for	1.0	1.4700261664657632e-05	6.603811797980651e-05
was involuntary	1.0	1.4700261664657632e-05	-6.068036238943314e-05
with most	1.0	1.4700261664657632e-05	-2.611840056637036e-05
in foreign	1.0	1.4700261664657632e-05	-5.5737902127050665e-05
required to	1.0	1.4700261664657632e-05	0.0002066125957831364
american cousin	1.0	1.4700261664657632e-05	0.00017721207245382112
progress of	1.0	1.4700261664657632e-05	0.0002066125957831364
courting this	1.0	1.4700261664657632e-05	0.00023601311911245168
his old	1.0	1.4700261664657632e-05	-4.7255367941666414e-05
time count	1.0	1.4700261664657632e-05	3.9426504371522654e-05
device did	1.0	1.4700261664657632e-05	0.00023601311911245168
they crept	1.0	1.4700261664657632e-05	-7.717773397253996e-06
order in	1.0	1.4700261664657632e-05	0.000121148491011181
marine base	1.0	1.4700261664657632e-05	0.0002066125957831364
to maintain	1.0	1.4700261664657632e-05	-7.44099753887292e-05
the mare	1.0	1.4700261664657632e-05	-0.00011352215413302094
hairs sprouting	1.0	1.4700261664657632e-05	0.0002066125957831364
straight home	1.0	1.4700261664657632e-05	0.00015347541523282905
aboard the	1.0	1.4700261664657632e-05	0.00023601311911245168
fool he	1.0	1.4700261664657632e-05	0.00015347541523282905
to allow	1.0	1.4700261664657632e-05	-7.44099753887292e-05
was attempting	1.0	1.4700261664657632e-05	-6.068036238943314e-05
cafeteria food	1.0	1.4700261664657632e-05	0.0002066125957831364
abbey gate	1.0	1.4700261664657632e-05	0.00017721207245382112
voluminous history	1.0	1.4700261664657632e-05	0.00023601311911245168
get some	1.0	1.4700261664657632e-05	4.8075641595656306e-05
table crazy	1.0	1.4700261664657632e-05	0.0001089461713310927
hike unaided	1.0	1.4700261664657632e-05	0.00023601311911245168
reaching the	1.0	1.4700261664657632e-05	0.00023601311911245168
growl ,	1.0	1.4700261664657632e-05	0.00023601311911245168
joe harris	1.0	1.4700261664657632e-05	0.0001089461713310927
couple could	1.0	1.4700261664657632e-05	0.00016001386880459419
face above	1.0	1.4700261664657632e-05	6.378541220251805e-05
everyone else	1.0	1.4700261664657632e-05	0.000121148491011181
, eroded	1.0	1.4700261664657632e-05	-0.000111949745634189
were poems	1.0	1.4700261664657632e-05	3.5463976939199574e-06
insides .	1.0	1.4700261664657632e-05	0.0002066125957831364
god's work	1.0	1.4700261664657632e-05	0.00016774721798972324
splinter out	1.0	1.4700261664657632e-05	0.00018941439213390946
drunk every	1.0	1.4700261664657632e-05	0.00015347541523282905
falling waters	1.0	1.4700261664657632e-05	0.00016001386880459419
work camps	1.0	1.4700261664657632e-05	8.901050246587533e-05
have escaped	1.0	1.4700261664657632e-05	1.842339058858771e-05
boards of	1.0	1.4700261664657632e-05	0.00018941439213390946
cabins ,	1.0	1.4700261664657632e-05	0.00023601311911245168
own voice	1.0	1.4700261664657632e-05	6.603811797980651e-05
, superstition	1.0	1.4700261664657632e-05	-0.000111949745634189
letter jessica	1.0	1.4700261664657632e-05	0.00013430401910253495
atmosphere .	1.0	1.4700261664657632e-05	0.00018941439213390946
the parts	1.0	1.4700261664657632e-05	-0.00011352215413302094
this long	1.0	1.4700261664657632e-05	1.6701925785273893e-05
. coughlin	1.0	1.4700261664657632e-05	-0.0001117752657945447
at alex	1.0	1.4700261664657632e-05	-1.7801457583016492e-05
the grand	1.0	1.4700261664657632e-05	-0.00011352215413302094
vague outlines	1.0	1.4700261664657632e-05	0.00018941439213390946
. dives	1.0	1.4700261664657632e-05	-0.0001117752657945447
pedersen ''	1.0	1.4700261664657632e-05	0.00013834669466040797
he get	1.0	1.4700261664657632e-05	-6.837481566243097e-05
shoving .	1.0	1.4700261664657632e-05	0.0002066125957831364
pennsylvania ,	1.0	1.4700261664657632e-05	0.00016001386880459419
weird cry	1.0	1.4700261664657632e-05	0.00023601311911245168
or fifteen	1.0	1.4700261664657632e-05	1.7431158461032354e-05
pennsylvania .	1.0	1.4700261664657632e-05	0.00016001386880459419
folded in	1.0	1.4700261664657632e-05	0.00017721207245382112
he let	1.0	1.4700261664657632e-05	-6.837481566243097e-05
he met	1.0	1.4700261664657632e-05	-6.837481566243097e-05
words came	1.0	1.4700261664657632e-05	0.00011341514182605199
, brushed	1.0	1.4700261664657632e-05	-0.000111949745634189
a marching	1.0	1.4700261664657632e-05	-6.936835989040932e-05
observed the	1.0	1.4700261664657632e-05	0.0002066125957831364
of fort	1.0	1.4700261664657632e-05	-7.19491290434441e-05
fool of	1.0	1.4700261664657632e-05	0.00015347541523282905
find things	1.0	1.4700261664657632e-05	9.621693817682505e-05
`` sit	1.0	1.4700261664657632e-05	-4.203882805694051e-05
eyebrows were	1.0	1.4700261664657632e-05	0.00023601311911245168
herself together	1.0	1.4700261664657632e-05	0.0001089461713310927
normal ,	1.0	1.4700261664657632e-05	0.00017721207245382112
the supper	1.0	1.4700261664657632e-05	-0.00011352215413302094
so charles	1.0	1.4700261664657632e-05	2.795103705409658e-05
he set	1.0	1.4700261664657632e-05	-6.837481566243097e-05
church itself	1.0	1.4700261664657632e-05	6.527384524488325e-05
continually returning	1.0	1.4700261664657632e-05	0.00018941439213390946
the report	1.0	1.4700261664657632e-05	-0.00011352215413302094
sheaf of	1.0	1.4700261664657632e-05	0.00023601311911245168
were involved	1.0	1.4700261664657632e-05	3.5463976939199574e-06
someone blocked	1.0	1.4700261664657632e-05	0.00014281566515536725
snow ,	1.0	1.4700261664657632e-05	0.0001184110257951906
the acre	1.0	1.4700261664657632e-05	-0.00011352215413302094
were insane	1.0	1.4700261664657632e-05	3.5463976939199574e-06
and prevot	1.0	1.4700261664657632e-05	-8.120481652893136e-05
of port	1.0	1.4700261664657632e-05	-7.19491290434441e-05
had summoned	1.0	1.4700261664657632e-05	-4.3521019017048724e-05
tolerated .	1.0	1.4700261664657632e-05	0.00023601311911245168
something about	1.0	1.4700261664657632e-05	7.45497640326388e-05
and i'll	1.0	1.4700261664657632e-05	-8.120481652893136e-05
bending ,	1.0	1.4700261664657632e-05	0.0002066125957831364
. discovering	1.0	1.4700261664657632e-05	-0.0001117752657945447
jacques that	1.0	1.4700261664657632e-05	0.00016001386880459419
other dots	1.0	1.4700261664657632e-05	7.181229881664841e-05
deathly pale	1.0	1.4700261664657632e-05	0.00023601311911245168
waiting boats	1.0	1.4700261664657632e-05	0.0001184110257951906
andrei sat	1.0	1.4700261664657632e-05	0.00011341514182605199
, making	1.0	1.4700261664657632e-05	-0.000111949745634189
train had	1.0	1.4700261664657632e-05	0.00013061334547527894
himself alone	1.0	1.4700261664657632e-05	5.641930331325226e-05
, chiefly	1.0	1.4700261664657632e-05	-0.000111949745634189
had worked	1.0	1.4700261664657632e-05	-4.3521019017048724e-05
an energy	1.0	1.4700261664657632e-05	2.074460134314691e-05
both out	1.0	1.4700261664657632e-05	9.467436857419851e-05
opposition .	1.0	1.4700261664657632e-05	0.00023601311911245168
and ariadne	1.0	1.4700261664657632e-05	-8.120481652893136e-05
. brittany	1.0	1.4700261664657632e-05	-0.0001117752657945447
a plot	1.0	1.4700261664657632e-05	-6.936835989040932e-05
buy himself	1.0	1.4700261664657632e-05	0.00016774721798972324
slammed in	1.0	1.4700261664657632e-05	0.00023601311911245168
barrels .	1.0	1.4700261664657632e-05	0.0002066125957831364
letter for	1.0	1.4700261664657632e-05	0.00013430401910253495
kale by	1.0	1.4700261664657632e-05	0.00023601311911245168
enough ice	1.0	1.4700261664657632e-05	8.643904916124656e-05
alarm passed	1.0	1.4700261664657632e-05	0.0002066125957831364
rifles up	1.0	1.4700261664657632e-05	0.00016774721798972324
git over	1.0	1.4700261664657632e-05	0.00023601311911245168
the rok's	1.0	1.4700261664657632e-05	-0.00011352215413302094
word came	1.0	1.4700261664657632e-05	0.00011341514182605199
exuberant ,	1.0	1.4700261664657632e-05	0.00023601311911245168
there ensued	1.0	1.4700261664657632e-05	7.430310786188946e-06
signal when	1.0	1.4700261664657632e-05	0.0002066125957831364
that painful	1.0	1.4700261664657632e-05	-3.329189181802756e-05
the subway	1.0	1.4700261664657632e-05	-0.00011352215413302094
we let	1.0	1.4700261664657632e-05	3.3659811572339305e-05
shied away	1.0	1.4700261664657632e-05	0.0002066125957831364
protestant pope	1.0	1.4700261664657632e-05	0.00023601311911245168
no heavier	1.0	1.4700261664657632e-05	2.0217687868967556e-05
you please	1.0	1.4700261664657632e-05	-3.293950313908665e-06
mending ,	1.0	1.4700261664657632e-05	0.00023601311911245168
leg of	1.0	1.4700261664657632e-05	0.00016774721798972324
not look	1.0	1.4700261664657632e-05	-7.85307172315906e-06
winston reminded	1.0	1.4700261664657632e-05	8.401461849673672e-05
damn good	1.0	1.4700261664657632e-05	0.0001478115491245059
portrait of	1.0	1.4700261664657632e-05	0.0002066125957831364
smiling politeness	1.0	1.4700261664657632e-05	0.00014281566515536725
-- joy	1.0	1.4700261664657632e-05	1.6701925785273893e-05
look stern	1.0	1.4700261664657632e-05	7.550297244390442e-05
cent .	1.0	1.4700261664657632e-05	0.0002066125957831364
hunter .	1.0	1.4700261664657632e-05	0.0002066125957831364
got an	1.0	1.4700261664657632e-05	6.92408455120196e-05
going away	1.0	1.4700261664657632e-05	7.361750696247921e-05
and burned	1.0	1.4700261664657632e-05	-8.120481652893136e-05
vase in	1.0	1.4700261664657632e-05	0.00023601311911245168
of zionists	1.0	1.4700261664657632e-05	-7.19491290434441e-05
thrill to	1.0	1.4700261664657632e-05	0.0002066125957831364
more trust	1.0	1.4700261664657632e-05	4.8075641595656306e-05
soldier held	1.0	1.4700261664657632e-05	0.00014281566515536725
around ''	1.0	1.4700261664657632e-05	5.5207335456064926e-05
blasphemy .	1.0	1.4700261664657632e-05	0.00023601311911245168
to whip	1.0	1.4700261664657632e-05	-7.44099753887292e-05
hadn't five	1.0	1.4700261664657632e-05	0.00012407489190351378
looked as	1.0	1.4700261664657632e-05	5.4029037764731155e-05
hospital had	1.0	1.4700261664657632e-05	0.00016001386880459419
in mindless	1.0	1.4700261664657632e-05	-5.5737902127050665e-05
day with	1.0	1.4700261664657632e-05	6.760926015960424e-05
changes the	1.0	1.4700261664657632e-05	0.00023601311911245168
and distinction	1.0	1.4700261664657632e-05	-8.120481652893136e-05
before sitting	1.0	1.4700261664657632e-05	4.757367136783337e-05
moral aridity	1.0	1.4700261664657632e-05	0.0002066125957831364
poupin ,	1.0	1.4700261664657632e-05	0.00023601311911245168
their old	1.0	1.4700261664657632e-05	1.9183100256516433e-05
reply :	1.0	1.4700261664657632e-05	0.00016001386880459419
though their	1.0	1.4700261664657632e-05	8.061952787197747e-05
he grunted	1.0	1.4700261664657632e-05	-6.837481566243097e-05
nightingale who	1.0	1.4700261664657632e-05	0.0002066125957831364
an interesting	1.0	1.4700261664657632e-05	2.074460134314691e-05
begin with	1.0	1.4700261664657632e-05	0.00017721207245382112
and combed	1.0	1.4700261664657632e-05	-8.120481652893136e-05
dusty .	1.0	1.4700261664657632e-05	0.0002066125957831364
not explain	1.0	1.4700261664657632e-05	-7.85307172315906e-06
i hear	1.0	1.4700261664657632e-05	-2.8508666114891465e-05
`` be	1.0	1.4700261664657632e-05	-4.203882805694051e-05
gasps .	1.0	1.4700261664657632e-05	0.00023601311911245168
inward boy's	1.0	1.4700261664657632e-05	0.0002066125957831364
stump which	1.0	1.4700261664657632e-05	0.0002066125957831364
buckle held	1.0	1.4700261664657632e-05	0.0002066125957831364
high-school french	1.0	1.4700261664657632e-05	0.00023601311911245168
they pointed	1.0	1.4700261664657632e-05	-7.717773397253996e-06
of iowa	1.0	1.4700261664657632e-05	-7.19491290434441e-05
a-coming !	1.0	1.4700261664657632e-05	0.0002066125957831364
is --	1.0	1.4700261664657632e-05	2.3200231706898515e-05
a relief	1.0	1.4700261664657632e-05	-6.936835989040932e-05
suit pointed	1.0	1.4700261664657632e-05	0.00016774721798972324
not on	1.0	1.4700261664657632e-05	-7.85307172315906e-06
`` le	1.0	1.4700261664657632e-05	-4.203882805694051e-05
large finger	1.0	1.4700261664657632e-05	0.00016001386880459419
sea-blessed time	1.0	1.4700261664657632e-05	0.00023601311911245168
it excited	1.0	1.4700261664657632e-05	-3.581096892023239e-05
splinter of	1.0	1.4700261664657632e-05	0.00018941439213390946
knoll so	1.0	1.4700261664657632e-05	0.00023601311911245168
was entertaining	1.0	1.4700261664657632e-05	-6.068036238943314e-05
a knot	1.0	1.4700261664657632e-05	-6.936835989040932e-05
best get	1.0	1.4700261664657632e-05	0.00013061334547527894
an empty	1.0	1.4700261664657632e-05	2.074460134314691e-05
a-coming ,	1.0	1.4700261664657632e-05	0.0002066125957831364
their girls	1.0	1.4700261664657632e-05	1.9183100256516433e-05
got no	1.0	1.4700261664657632e-05	6.92408455120196e-05
they argued	1.0	1.4700261664657632e-05	-7.717773397253996e-06
postures to	1.0	1.4700261664657632e-05	0.00023601311911245168
trees as	1.0	1.4700261664657632e-05	0.00011583957249056182
satisfied with	1.0	1.4700261664657632e-05	0.00018941439213390946
a learned	1.0	1.4700261664657632e-05	-6.936835989040932e-05
somewhere over	1.0	1.4700261664657632e-05	0.0001478115491245059
fear they	1.0	1.4700261664657632e-05	0.00013061334547527894
things out	1.0	1.4700261664657632e-05	8.901050246587533e-05
eased his	1.0	1.4700261664657632e-05	0.00023601311911245168
was shy	1.0	1.4700261664657632e-05	-6.068036238943314e-05
got so	1.0	1.4700261664657632e-05	6.92408455120196e-05
pasture behind	1.0	1.4700261664657632e-05	0.0002066125957831364
was staten	1.0	1.4700261664657632e-05	-6.068036238943314e-05
capacity .	1.0	1.4700261664657632e-05	0.00023601311911245168
`` maybe	1.0	1.4700261664657632e-05	-4.203882805694051e-05
in god's	1.0	1.4700261664657632e-05	-5.5737902127050665e-05
flames among	1.0	1.4700261664657632e-05	0.00023601311911245168
sanity and	1.0	1.4700261664657632e-05	0.00023601311911245168
ever heard	1.0	1.4700261664657632e-05	9.318593553183331e-05
`` pa	1.0	1.4700261664657632e-05	-4.203882805694051e-05
arimathea ,	1.0	1.4700261664657632e-05	0.0002066125957831364
people like	1.0	1.4700261664657632e-05	7.849828641265795e-05
tumbled down	1.0	1.4700261664657632e-05	0.00017721207245382112
rent ?	1.0	1.4700261664657632e-05	0.00023601311911245168
the nearest	1.0	1.4700261664657632e-05	-0.00011352215413302094
head thick	1.0	1.4700261664657632e-05	6.681641484750978e-05
respectable uptown	1.0	1.4700261664657632e-05	0.0002066125957831364
i waited	1.0	1.4700261664657632e-05	-2.8508666114891465e-05
fingers he	1.0	1.4700261664657632e-05	0.0001272182548505197
hole of	1.0	1.4700261664657632e-05	0.00016001386880459419
holy mother	1.0	1.4700261664657632e-05	0.0002066125957831364
wanna walk	1.0	1.4700261664657632e-05	0.00023601311911245168
of self-effacement	1.0	1.4700261664657632e-05	-7.19491290434441e-05
barely see	1.0	1.4700261664657632e-05	0.00016774721798972324
a foot	1.0	1.4700261664657632e-05	-6.936835989040932e-05
listen ,	1.0	1.4700261664657632e-05	0.00014281566515536725
they slept	1.0	1.4700261664657632e-05	-7.717773397253996e-06
us --	1.0	1.4700261664657632e-05	8.28524639032978e-05
be funny	1.0	1.4700261664657632e-05	8.089324779295603e-07
protuberance at	1.0	1.4700261664657632e-05	0.00023601311911245168
fees of	1.0	1.4700261664657632e-05	0.00023601311911245168
mortgage on	1.0	1.4700261664657632e-05	0.0002066125957831364
wagged it	1.0	1.4700261664657632e-05	0.00023601311911245168
not so	1.0	1.4700261664657632e-05	-7.85307172315906e-06
seemed still	1.0	1.4700261664657632e-05	6.603811797980651e-05
informed him	1.0	1.4700261664657632e-05	0.00018941439213390946
lights filtering	1.0	1.4700261664657632e-05	0.00016001386880459419
the sidewalks	1.0	1.4700261664657632e-05	-0.00011352215413302094
enough packards	1.0	1.4700261664657632e-05	8.643904916124656e-05
simply scouting	1.0	1.4700261664657632e-05	0.00016001386880459419
with steel	1.0	1.4700261664657632e-05	-2.611840056637036e-05
a bustle	1.0	1.4700261664657632e-05	-6.936835989040932e-05
happy he	1.0	1.4700261664657632e-05	0.00014281566515536725
the clemence	1.0	1.4700261664657632e-05	-0.00011352215413302094
boys sat	1.0	1.4700261664657632e-05	0.00013061334547527894
hair around	1.0	1.4700261664657632e-05	9.781773152120441e-05
got lost	1.0	1.4700261664657632e-05	6.92408455120196e-05
first walked	1.0	1.4700261664657632e-05	6.603811797980651e-05
she'd get	1.0	1.4700261664657632e-05	0.0001272182548505197
woman for	1.0	1.4700261664657632e-05	8.643904916124656e-05
he asks	1.0	1.4700261664657632e-05	-6.837481566243097e-05
iced lemonade	1.0	1.4700261664657632e-05	0.00023601311911245168
of labor	1.0	1.4700261664657632e-05	-7.19491290434441e-05
rifle flashes	1.0	1.4700261664657632e-05	0.00017721207245382112
many sentences	1.0	1.4700261664657632e-05	9.318593553183331e-05
same questions	1.0	1.4700261664657632e-05	6.92408455120196e-05
honor and	1.0	1.4700261664657632e-05	0.00017721207245382112
lilt of	1.0	1.4700261664657632e-05	0.00023601311911245168
role of	1.0	1.4700261664657632e-05	0.00017721207245382112
his usual	1.0	1.4700261664657632e-05	-4.7255367941666414e-05
the core	1.0	1.4700261664657632e-05	-0.00011352215413302094
closest friends	1.0	1.4700261664657632e-05	0.00023601311911245168
a conversation	1.0	1.4700261664657632e-05	-6.936835989040932e-05
condition ''	1.0	1.4700261664657632e-05	0.00016001386880459419
realization that	1.0	1.4700261664657632e-05	0.00023601311911245168
sent a	1.0	1.4700261664657632e-05	0.00013061334547527894
from herold	1.0	1.4700261664657632e-05	4.43939887122037e-06
working well	1.0	1.4700261664657632e-05	0.00013430401910253495
journey eastward	1.0	1.4700261664657632e-05	0.00016774721798972324
-- why	1.0	1.4700261664657632e-05	1.6701925785273893e-05
on breed's	1.0	1.4700261664657632e-05	-2.311666041940491e-05
must receive	1.0	1.4700261664657632e-05	6.603811797980651e-05
lost his	1.0	1.4700261664657632e-05	0.000121148491011181
, four	1.0	1.4700261664657632e-05	-0.000111949745634189
nested in	1.0	1.4700261664657632e-05	0.00017721207245382112
was punished	1.0	1.4700261664657632e-05	-6.068036238943314e-05
wouldn't even	1.0	1.4700261664657632e-05	0.00014281566515536725
bad grace	1.0	1.4700261664657632e-05	0.00011583957249056182
older in	1.0	1.4700261664657632e-05	0.00014281566515536725
name was	1.0	1.4700261664657632e-05	0.00010301803029179447
died in	1.0	1.4700261664657632e-05	0.00013834669466040797
merveilleux ''	1.0	1.4700261664657632e-05	0.00023601311911245168
no exercise	1.0	1.4700261664657632e-05	2.0217687868967556e-05
altogether he	1.0	1.4700261664657632e-05	0.00023601311911245168
did when	1.0	1.4700261664657632e-05	3.189955943411573e-05
disappointment .	1.0	1.4700261664657632e-05	0.0002066125957831364
